Global Volcanism Program - Volcanoes of the World 5.2.1,,,List of Volcanoes of the World for VAAC Use,,Downloaded on 16 Jul 2024 at 09:13 AM,,,,,,,,,,
VolcanoNumber,VolcanoNumber_Old,VolcanoName,State,VolcanicSubregion,SummitElevM,LatitudeNS,LatitudeDegrees,LatitudeMinutes,LatitudeSeconds,LongitudeEW,LongitudeDegrees,LongitudeMinutes,LongitudeSeconds,LatitudeDecimal,LongitudeDecimal
333030,1303-03-,MOUA PIHAA,France,Pacific Ocean (central),-312,S,18,19,30,W,148,31,32,-18.325,-148.525
333040,1303-04-,MEHETIA,France,Pacific Ocean (central),389,S,17,52,27,W,148,4,6,-17.874,-148.068
333050,1303-05-,ADAMS SEAMOUNT,United Kingdom,Pacific Ocean (central),-39,S,25,22,0,W,129,16,0,-25.37,-129.27
333060,1303-06-,MACDONALD,France,Pacific Ocean (central),-39,S,28,59,0,W,140,15,0,-28.98,-140.25
334020,1304-02-,NORTHERN EPR AT 17 N,Mexico,Pacific Ocean (eastern),-2700,N,16,33,0,W,105,19,0,16.55,-105.32
334021,1304-021,NORTHERN EPR AT 16 N,Mexico,Pacific Ocean (eastern),-2300,N,15,50,0,W,105,26,0,15.83,-105.43
334040,1304-04-,NORTHERN EPR AT 10.7 N,Undersea Features,Pacific Ocean (eastern),-2900,N,10,44,0,W,103,35,0,10.73,-103.58
334050,1304-05-,NORTHERN EPR AT 9.8 N,Undersea Features,Pacific Ocean (eastern),-2500,N,9,50,0,W,104,18,0,9.83,-104.3
334070,1304-07-,GALAPAGOS RIFT,Ecuador,Pacific Ocean (eastern),-2430,N,0,47,30,W,86,9,0,0.792,-86.15
334100,1304-10-,SOUTHERN EPR AT 8 S,Undersea Features,Pacific Ocean (eastern),-2800,S,8,16,0,W,107,57,0,-8.27,-107.95
334120,1304-12-,SOUTHERN EPR AT 17.5 S - SEGMENT K,Undersea Features,Pacific Ocean (eastern),-2566,S,17,26,10,W,113,12,22,-17.436,-113.206
334130,1304-13-,SOUTHERN EPR AT 18.2 S - SEGMENT J,Undersea Features,Pacific Ocean (eastern),-2650,S,18,10,30,W,113,21,0,-18.175,-113.35
334140,1304-14-,SOUTHERN EPR AT 18.5 S - SEGMENT I,Undersea Features,Pacific Ocean (eastern),-2600,S,18,32,0,W,113,25,0,-18.53,-113.42
335020,1305-02-,HOLLISTER RIDGE,Undersea Features,Pacific Ocean (southern),-1000,S,53,59,53,W,139,50,42,-53.998,-139.845
335030,1305-03-,UDINTSEV TRANSFORM,Undersea Features,Pacific Ocean (southern),-5700,S,56,9,12,W,143,22,24,-56.153,-143.373
341000,1401-00-,CERRO PRIETO,Mexico,Mexico,223,N,32,25,6,W,115,18,18,32.418,-115.305
341001,1401-001,PINACATE,Mexico,Mexico,1183,N,31,51,0,W,113,30,0,31.85,-113.5
341003,1401-003,ISLA SAN LUIS,Mexico,Mexico,180,N,29,58,0,W,114,24,0,29.97,-114.4
341004,1401-004,JARAGUAY VOLCANIC FIELD,Mexico,Mexico,960,N,29,20,0,W,114,30,0,29.33,-114.5
341005,1401-005,CORONADO,Mexico,Mexico,440,N,29,5,0,W,113,30,48,29.08,-113.513
341007,1401-007,SAN BORJA VOLCANIC FIELD,Mexico,Mexico,1360,N,28,30,0,W,113,45,0,28.5,-113.75
341011,1401-011,ISLA TORTUGA,Mexico,Mexico,224,N,27,26,18,W,111,52,53,27.438,-111.881
341012,1401-012,COMONDU-LA PURISIMA,Mexico,Mexico,780,N,26,0,0,W,111,55,0,26,-111.92
341020,1401-02=,BARCENA,Mexico,Mexico,332,N,19,18,0,W,110,49,0,19.3,-110.82
341021,1401-021,SOCORRO,Mexico,Mexico,1050,N,18,47,0,W,110,57,0,18.78,-110.95
341022,1401-022,DURANGO VOLCANIC FIELD,Mexico,Mexico,2075,N,24,9,0,W,104,27,0,24.15,-104.45
341024,1401-024,SANGANGUEY,Mexico,Mexico,2340,N,21,27,0,W,104,44,0,21.45,-104.73
341030,1401-03=,CEBORUCO,Mexico,Mexico,2280,N,21,7,30,W,104,30,30,21.125,-104.508
341031,1401-031,MASCOTA VOLCANIC FIELD,Mexico,Mexico,2525,N,20,34,0,W,104,49,0,20.567,-104.817
341040,1401-04=,COLIMA,Mexico,Mexico,3850,N,19,30,50,W,103,37,0,19.514,-103.62
341060,1401-06=,MICHOACAN-GUANAJUATO,Mexico,Mexico,3860,N,19,51,0,W,101,45,0,19.85,-101.75
341061,1401-061,ZITACUARO-VALLE DE BRAVO,Mexico,Mexico,3500,N,19,24,0,W,100,15,0,19.4,-100.25
341062,1401-062,JOCOTITLAN,Mexico,Mexico,3900,N,19,44,0,W,99,45,30,19.73,-99.758
341070,1401-07-,NEVADO DE TOLUCA,Mexico,Mexico,4680,N,19,6,30,W,99,45,30,19.108,-99.758
341080,1401-08=,CHICHINAUTZIN,Mexico,Mexico,3938,N,19,8,20,W,99,9,36,19.139,-99.16
341082,1401-082,IZTACCIHUATL,Mexico,Mexico,5230,N,19,10,44,W,98,38,30,19.179,-98.642
341090,1401-09=,POPOCATEPETL,Mexico,Mexico,5393,N,19,1,24,W,98,37,20,19.023,-98.622
341091,1401-091,LA MALINCHE,Mexico,Mexico,4461,N,19,13,51,W,98,1,55,19.231,-98.032
341092,1401-092,SERDAN-ORIENTAL,Mexico,Mexico,3485,N,19,16,0,W,97,28,0,19.27,-97.47
341093,1401-093,LOS HUMEROS,Mexico,Mexico,3150,N,19,41,0,W,97,27,0,19.68,-97.45
341094,1401-094,LOS ATLIXCOS,Mexico,Mexico,775,N,19,48,35,W,96,31,36,19.81,-96.527
341095,1401-095,NAOLINCO VOLCANIC FIELD,Mexico,Mexico,2000,N,19,40,0,W,96,45,0,19.67,-96.75
341096,1401-096,COFRE DE PEROTE,Mexico,Mexico,4282,N,19,29,30,W,97,9,0,19.492,-97.15
341097,1401-097,LA GLORIA,Mexico,Mexico,3500,N,19,20,0,W,97,15,0,19.33,-97.25
341098,1401-098,LAS CUMBRES,Mexico,Mexico,3940,N,19,9,0,W,97,16,0,19.15,-97.27
341100,1401-10=,PICO DE ORIZABA,Mexico,Mexico,5564,N,19,1,47,W,97,16,13,19.03,-97.27
341110,1401-11=,SAN MARTIN,Mexico,Mexico,1650,N,18,34,0,W,95,12,0,18.57,-95.2
341120,1401-12=,EL CHICHON,Mexico,Mexico,1150,N,17,21,37,W,93,13,47,17.3602,-93.2297
341130,1401-13=,TACANA,Mexico-Guatemala,Mexico,4064,N,15,7,56,W,92,6,31,15.132,-92.109
342020,1402-02=,TAJUMULCO,Guatemala,Guatemala,4203,N,15,2,35,W,91,54,12,15.043,-91.903
342030,1402-03=,SANTA MARIA,Guatemala,Guatemala,3745,N,14,45,26,W,91,33,7,14.757,-91.552
342040,1402-04=,ALMOLONGA,Guatemala,Guatemala,3173,N,14,47,47,W,91,31,8,14.797,-91.519
342060,1402-06=,ATITLAN,Guatemala,Guatemala,3535,N,14,34,58,W,91,11,11,14.583,-91.186
342070,1402-07=,TOLIMAN,Guatemala,Guatemala,3158,N,14,36,45,W,91,11,21,14.612,-91.189
342080,1402-08=,ACATENANGO,Guatemala,Guatemala,3976,N,14,30,2,W,90,52,33,14.501,-90.876
342090,1402-09=,FUEGO,Guatemala,Guatemala,3763,N,14,28,22,W,90,52,49,14.473,-90.88
342100,1402-10=,AGUA,Guatemala,Guatemala,3760,N,14,27,53,W,90,44,35,14.465,-90.743
342110,1402-11=,PACAYA,Guatemala,Guatemala,2569,N,14,22,57,W,90,36,5,14.382,-90.601
342111,1402-111,CUILAPA-BARBARENA,Guatemala,Guatemala,1454,N,14,20,0,W,90,24,0,14.33,-90.4
342120,1402-12=,TECUAMBURRO,Guatemala,Guatemala,1845,N,14,9,22,W,90,24,25,14.156,-90.407
342121,1402-121,JUMAYTEPEQUE,Guatemala,Guatemala,1802,N,14,20,23,W,90,16,14,14.34,-90.271
342130,1402-13-,MOYUTA,Guatemala,Guatemala,1662,N,14,2,0,W,90,6,0,14.03,-90.1
342140,1402-14-,FLORES,Guatemala,Guatemala,1600,N,14,18,28,W,89,59,32,14.308,-89.992
342141,1402-141,TAHUAL,Guatemala,Guatemala,1716,N,14,26,0,W,89,54,0,14.43,-89.9
342150,1402-15-,CERRO SANTIAGO,Guatemala,Guatemala,1192,N,14,20,0,W,89,52,0,14.33,-89.87
342160,1402-16-,SUCHITAN,Guatemala,Guatemala,2042,N,14,24,0,W,89,47,0,14.4,-89.78
342170,1402-17-,CHINGO,Guatemala-El Salvador,Guatemala,1775,N,14,7,0,W,89,44,0,14.12,-89.73
342180,1402-18-,IXTEPEQUE,Guatemala,Guatemala,1292,N,14,25,0,W,89,41,0,14.42,-89.68
343001,1403-001,SAN DIEGO,El Salvador-Guatemala,El Salvador and Honduras,781,N,14,16,0,W,89,29,0,14.27,-89.48
343002,1403-002,CERRO SINGUIL,El Salvador,El Salvador and Honduras,926,N,14,3,13,W,89,37,53,14.054,-89.631
343010,1403-01=,APANECA RANGE,El Salvador,El Salvador and Honduras,2028,N,13,52,20,W,89,44,30,13.872,-89.742
343020,1403-02=,SANTA ANA,El Salvador,El Salvador and Honduras,2381,N,13,51,12,W,89,37,48,13.853,-89.63
343030,1403-03=,IZALCO,El Salvador,El Salvador and Honduras,1950,N,13,48,45,W,89,37,58,13.813,-89.633
343041,1403-041,COATEPEQUE CALDERA,El Salvador,El Salvador and Honduras,746,N,13,52,0,W,89,33,0,13.87,-89.55
343050,1403-05=,SAN SALVADOR,El Salvador,El Salvador and Honduras,1893,N,13,44,3,W,89,17,38,13.734,-89.294
343051,1403-051,CERRO CINOTEPEQUE,El Salvador,El Salvador and Honduras,665,N,14,1,0,W,89,15,0,14.02,-89.25
343052,1403-052,GUAZAPA,El Salvador,El Salvador and Honduras,1438,N,13,54,0,W,89,7,0,13.9,-89.12
343060,1403-06=,ILOPANGO,El Salvador,El Salvador and Honduras,450,N,13,40,18,W,89,3,12,13.672,-89.053
343070,1403-07=,SAN VICENTE,El Salvador,El Salvador and Honduras,2182,N,13,35,43,W,88,50,15,13.595,-88.837
343071,1403-071,APASTEPEQUE FIELD,El Salvador,El Salvador and Honduras,700,N,13,43,0,W,88,46,0,13.72,-88.77
343072,1403-072,TABURETE,El Salvador,El Salvador and Honduras,1172,N,13,26,6,W,88,31,55,13.435,-88.532
343080,1403-08=,TECAPA,El Salvador,El Salvador and Honduras,1593,N,13,29,38,W,88,30,8,13.494,-88.502
343081,1403-081,USULUTAN,El Salvador,El Salvador and Honduras,1449,N,13,25,8,W,88,28,14,13.419,-88.471
343082,1403-082,EL TIGRE,El Salvador,El Salvador and Honduras,1640,N,13,28,0,W,88,26,0,13.47,-88.43
343090,1403-09=,CHINAMECA,El Salvador,El Salvador and Honduras,1300,N,13,28,40,W,88,19,49,13.478,-88.33
343100,1403-10=,SAN MIGUEL,El Salvador,El Salvador and Honduras,2130,N,13,26,2,W,88,16,9,13.434,-88.269
343101,1403-101,LAGUNA ARAMUACA,El Salvador,El Salvador and Honduras,181,N,13,25,42,W,88,6,18,13.428,-88.105
343130,1403-13-,ISLA DEL TIGRE,Honduras,El Salvador and Honduras,774,N,13,16,25,W,87,38,19,13.274,-87.639
343140,1403-14-,ISLA ZACATE GRANDE,Honduras,El Salvador and Honduras,640,N,13,20,0,W,87,38,0,13.33,-87.63
343150,1403-15-,LAKE YOJOA,Honduras,El Salvador and Honduras,1060,N,14,57,50,W,87,59,0,14.964,-87.983
344010,1404-01=,COSIGUINA,Nicaragua,Nicaragua,872,N,12,59,0,W,87,34,0,12.98,-87.57
344020,1404-02=,SAN CRISTOBAL,Nicaragua,Nicaragua,1745,N,12,42,6,W,87,0,13,12.702,-87.004
344040,1404-04=,TELICA,Nicaragua,Nicaragua,1036,N,12,36,20,W,86,50,24,12.606,-86.84
344070,1404-07=,CERRO NEGRO,Nicaragua,Nicaragua,728,N,12,30,22,W,86,42,7,12.506,-86.702
344080,1404-08=,LAS PILAS-EL HOYO COMPLEX,Nicaragua,Nicaragua,1088,N,12,29,32,W,86,40,43,12.4922,-86.6786
344090,1404-09=,MOMOTOMBO,Nicaragua,Nicaragua,1270,N,12,25,25,W,86,32,21,12.423,-86.539
344091,1404-091,APOYEQUE,Nicaragua,Nicaragua,518,N,12,14,30,W,86,20,30,12.242,-86.342
344092,1404-092,NEJAPA-MIRAFLORES,Nicaragua,Nicaragua,360,N,12,7,0,W,86,19,0,12.12,-86.32
344100,1404-10=,MASAYA,Nicaragua,Nicaragua,594,N,11,59,4,W,86,10,8,11.9844,-86.1688
344101,1404-101,GRANADA,Nicaragua,Nicaragua,250,N,11,54,0,W,85,58,45,11.9,-85.979
344110,1404-11=,MOMBACHO,Nicaragua,Nicaragua,1344,N,11,49,34,W,85,58,3,11.826,-85.968
344111,1404-111,ZAPATERA,Nicaragua,Nicaragua,629,N,11,44,0,W,85,49,0,11.73,-85.82
344120,1404-12=,CONCEPCION,Nicaragua,Nicaragua,1700,N,11,32,16,W,85,37,21,11.538,-85.622
345010,1405-01=,OROSI,Costa Rica,Costa Rica,1659,N,10,58,48,W,85,28,24,10.98,-85.473
345020,1405-02=,RINCON DE LA VIEJA,Costa Rica,Costa Rica,1916,N,10,49,48,W,85,19,26,10.83,-85.324
345030,1405-03=,MIRAVALLES,Costa Rica,Costa Rica,2028,N,10,44,54,W,85,9,10,10.748,-85.153
345031,1405-031,TENORIO,Costa Rica,Costa Rica,1916,N,10,40,22,W,85,0,54,10.673,-85.015
345033,1405-033,ARENAL,Costa Rica,Costa Rica,1670,N,10,27,48,W,84,42,12,10.463,-84.703
345034,1405-034,PLATANAR,Costa Rica,Costa Rica,2267,N,10,18,0,W,84,21,57,10.3,-84.366
345040,1405-04=,POAS,Costa Rica,Costa Rica,2697,N,10,12,0,W,84,13,58,10.2,-84.233
345050,1405-05=,BARVA,Costa Rica,Costa Rica,2906,N,10,8,6,W,84,6,0,10.135,-84.1
345060,1405-06=,IRAZU,Costa Rica,Costa Rica,3436,N,9,58,45,W,83,51,9,9.979,-83.852
345070,1405-07=,TURRIALBA,Costa Rica,Costa Rica,3340,N,10,1,30,W,83,46,1,10.025,-83.767
346010,1406-01-,BARU,Panama,Panama,3474,N,8,48,28,W,82,32,34,8.808,-82.543
351011,1501-011,ROMERAL,Colombia,Colombia,3769,N,5,12,10,W,75,21,46,5.203,-75.363
351012,1501-012,CERRO BRAVO,Colombia,Colombia,3985,N,5,5,29,W,75,17,33,5.091,-75.293
351020,1501-02=,NEVADO DEL RUIZ,Colombia,Colombia,5279,N,4,53,30,W,75,19,25,4.892,-75.324
351021,1501-021,SANTA ISABEL,Colombia,Colombia,4944,N,4,49,6,W,75,21,53,4.818,-75.365
351030,1501-03=,NEVADO DEL TOLIMA,Colombia,Colombia,5215,N,4,39,30,W,75,19,48,4.658,-75.33
351040,1501-04=,MACHIN,Colombia,Colombia,2749,N,4,29,12,W,75,23,20,4.487,-75.389
351050,1501-05=,NEVADO DEL HUILA,Colombia,Colombia,5364,N,2,56,0,W,76,2,0,2.93,-76.03
351060,1501-06=,PURACE,Colombia,Colombia,4650,N,2,19,0,W,76,24,0,2.32,-76.4
351061,1501-061,SOTARA,Colombia,Colombia,4400,N,2,6,30,W,76,35,30,2.108,-76.592
351070,1501-07=,DONA JUANA,Colombia,Colombia,4137,N,1,30,2,E,76,56,9,1.5,-76.936
351080,1501-08=,GALERAS,Colombia,Colombia,4276,N,1,13,0,W,77,22,0,1.22,-77.37
351090,1501-09=,AZUFRAL,Colombia,Colombia,4070,N,1,5,0,W,77,41,0,1.08,-77.68
351100,1501-10=,CUMBAL,Colombia,Colombia,4764,N,0,57,0,W,77,52,0,0.95,-77.87
351110,1501-11=,CHILES-CERRO NEGRO,Colombia-Ecuador,Colombia,4698,N,0,49,2,E,77,56,16,0.817,-77.938
352001,1502-001,SOCHE,Ecuador,Ecuador,3955,N,0,33,8,W,77,34,47,0.552,-77.58
352002,1502-002,CHACHIMBIRO,Ecuador,Ecuador,4106,N,0,28,5,W,78,17,14,0.468,-78.287
352003,1502-003,CUICOCHA,Ecuador,Ecuador,3246,N,0,18,30,W,78,21,50,0.308,-78.364
352004,1502-004,IMBABURA,Ecuador,Ecuador,4609,N,0,15,27,W,78,10,58,0.258,-78.183
352005,1502-005,MOJANDA,Ecuador,Ecuador,4263,N,0,8,0,W,78,16,0,0.13,-78.27
352006,1502-006,CAYAMBE,Ecuador,Ecuador,5790,N,0,1,45,W,77,59,9,0.029,-77.986
352010,1502-01=,REVENTADOR,Ecuador,Ecuador,3562,S,0,4,39,W,77,39,21,-0.077,-77.656
352011,1502-011,PULULAHUA,Ecuador,Ecuador,3360,N,0,2,47,W,78,29,24,0.0464,-78.49
352020,1502-02=,GUAGUA PICHINCHA,Ecuador,Ecuador,4784,S,0,10,15,W,78,35,54,-0.171,-78.598
352021,1502-021,ATACAZO,Ecuador,Ecuador,4463,S,0,21,10,W,78,37,1,-0.353,-78.617
352022,1502-022,CHACANA,Ecuador,Ecuador,4643,S,0,22,30,W,78,15,0,-0.375,-78.25
352030,1502-03=,ANTISANA,Ecuador,Ecuador,5753,S,0,28,53,W,78,8,27,-0.481,-78.141
352031,1502-031,ALISO,Ecuador,Ecuador,4267,S,0,32,0,W,78,0,0,-0.53,-78
352040,1502-04=,SUMACO,Ecuador,Ecuador,3990,S,0,32,17,W,77,37,33,-0.538,-77.626
352041,1502-041,ILINIZA,Ecuador,Ecuador,5162,S,0,39,43,W,78,42,56,-0.662,-78.716
352050,1502-05=,COTOPAXI,Ecuador,Ecuador,5911,S,0,40,38,W,78,26,10,-0.677,-78.436
352060,1502-06=,QUILOTOA,Ecuador,Ecuador,3914,S,0,51,33,W,78,54,16,-0.8592,-78.9044
352071,1502-071,CHIMBORAZO,Ecuador,Ecuador,6261,S,1,28,10,W,78,49,1,-1.469,-78.817
352080,1502-08=,TUNGURAHUA,Ecuador,Ecuador,5023,S,1,28,1,W,78,26,30,-1.467,-78.442
352081,1502-081,LICTO,Ecuador,Ecuador,3322,S,1,47,10,W,78,36,52,-1.786,-78.614
352090,1502-09=,SANGAY,Ecuador,Ecuador,5286,S,2,0,18,W,78,20,28,-2.005,-78.341
353010,1503-01=,FERNANDINA / LA CUMBRE,Ecuador,Galapagos Islands,1476,S,0,22,0,W,91,33,0,-0.37,-91.55
353011,1503-011,ECUADOR,Ecuador,Galapagos Islands,790,S,0,1,0,W,91,32,45,-0.02,-91.546
353020,1503-02=,WOLF,Ecuador,Galapagos Islands,1710,N,0,1,0,W,91,21,0,0.02,-91.35
353030,1503-03=,DARWIN,Ecuador,Galapagos Islands,1330,S,0,11,0,W,91,17,0,-0.18,-91.28
353040,1503-04=,ALCEDO,Ecuador,Galapagos Islands,1130,S,0,26,0,W,91,7,0,-0.43,-91.12
353050,1503-05=,SIERRA NEGRA,Ecuador,Galapagos Islands,1124,S,0,50,0,W,91,10,0,-0.83,-91.17
353060,1503-06=,CERRO AZUL,Ecuador,Galapagos Islands,1640,S,0,55,0,W,91,24,30,-0.92,-91.408
353070,1503-07=,PINTA,Ecuador,Galapagos Islands,780,N,0,35,0,W,90,45,0,0.58,-90.75
353080,1503-08=,MARCHENA,Ecuador,Galapagos Islands,343,N,0,20,0,W,90,28,0,0.33,-90.47
353081,1503-081,GENOVESA,Ecuador,Galapagos Islands,64,N,0,19,0,W,89,57,30,0.32,-89.958
353090,1503-09=,SANTIAGO,Ecuador,Galapagos Islands,920,S,0,13,0,W,90,46,0,-0.22,-90.77
353091,1503-091,SANTA CRUZ,Ecuador,Galapagos Islands,864,S,0,37,0,W,90,20,0,-0.62,-90.33
353120,1503-12-,SAN CRISTOBAL,Ecuador,Galapagos Islands,759,S,0,53,0,W,89,30,0,-0.88,-89.5
354000,1504-00-,KIMSACHATA-OROSCOCHA,Peru,Peru,3848,S,14,7,50,W,71,21,45,-14.131,-71.363
354001,1504-001,CERRO AUQUIHUATO,Peru,Peru,4980,S,15,4,0,W,73,11,0,-15.07,-73.18
354002,1504-002,SARA SARA,Peru,Peru,5522,S,15,20,0,W,73,27,0,-15.33,-73.45
354003,1504-003,COROPUNA,Peru,Peru,6377,S,15,31,0,W,72,39,0,-15.52,-72.65
354004,1504-004,ANDAHUA-ORCOPAMPA,Peru,Peru,4713,S,15,25,0,W,72,20,0,-15.42,-72.33
354005,1504-005,HUAMBO,Peru,Peru,4554,S,15,46,45,W,72,4,45,-15.78,-72.08
354006,1504-006,SABANCAYA,Peru,Peru,5960,S,15,47,12,W,71,51,27,-15.787,-71.857
354007,1504-007,NEVADO CHACHANI,Peru,Peru,6057,S,16,11,29,W,71,31,47,-16.191,-71.53
354010,1504-01=,EL MISTI,Peru,Peru,5822,S,16,17,40,W,71,24,32,-16.294,-71.409
354020,1504-02=,UBINAS,Peru,Peru,5608,S,16,20,42,W,70,53,50,-16.345,-70.8972
354030,1504-03=,HUAYNAPUTINA,Peru,Peru,4679,S,16,36,52,W,71,51,15,-16.6144,-70.8542
354031,1504-031,TICSANI,Peru,Peru,5382,S,16,45,31,W,70,35,53,-16.7586,-70.5981
354040,1504-04=,TUTUPACA,Peru,Peru,5801,S,17,1,32,W,70,22,18,-17.026,-70.372
354050,1504-05-,YUCAMANE,Peru,Peru,5495,S,17,11,1,W,70,11,46,-17.184,-70.196
354060,1504-06-,NEVADOS CASIRI,Peru,Peru,5626,S,17,29,7,W,69,47,19,-17.4852,-69.7886
355010,1505-01=,TACORA,Chile-Peru,"Northern Chile, Bolivia and Argentina",5960,S,17,43,15,W,69,46,22,-17.7209,-69.7728
355011,1505-011,TAAPACA,Chile,"Northern Chile, Bolivia and Argentina",5860,S,18,6,0,W,69,30,0,-18.1,-69.5
355012,1505-012,PARINACOTA,Chile-Bolivia,"Northern Chile, Bolivia and Argentina",6336,S,18,9,57,W,69,8,30,-18.166,-69.142
355020,1505-02=,GUALLATIRI,Chile,"Northern Chile, Bolivia and Argentina",6071,S,18,25,0,W,69,5,30,-18.42,-69.092
355030,1505-03=,ISLUGA,Chile,"Northern Chile, Bolivia and Argentina",5550,S,19,9,0,W,68,50,0,-19.15,-68.83
355032,1505-032,TATA SABAYA,Bolivia,"Northern Chile, Bolivia and Argentina",5430,S,19,8,0,W,68,32,0,-19.13,-68.53
355040,1505-04=,IRRUPUTUNCU,Chile-Bolivia,"Northern Chile, Bolivia and Argentina",5163,S,20,44,0,W,68,33,0,-20.73,-68.55
355050,1505-05=,OLCA-PARUMA,Chile-Bolivia,"Northern Chile, Bolivia and Argentina",5705,S,20,56,20,W,68,24,46,-20.939,-68.413
355090,1505-09=,PUTANA,Chile,"Northern Chile, Bolivia and Argentina",5884,S,22,33,26,W,67,51,10,-22.557,-67.853
355091,1505-091,SAIRECABUR,Chile-Bolivia,"Northern Chile, Bolivia and Argentina",5961,S,22,43,9,W,67,53,26,-22.719,-67.891
355092,1505-092,LICANCABUR,Chile-Bolivia,"Northern Chile, Bolivia and Argentina",5916,S,22,50,0,W,67,53,0,-22.83,-67.88
355093,1505-093,GUAYAQUES,Chile-Bolivia,"Northern Chile, Bolivia and Argentina",5598,S,22,53,42,W,67,33,57,-22.895,-67.566
355094,1505-094,PURICO COMPLEX,Chile,"Northern Chile, Bolivia and Argentina",5703,S,23,0,0,W,67,45,0,-23,-67.75
355095,1505-095,COLACHI,Chile,"Northern Chile, Bolivia and Argentina",5631,S,23,14,11,W,67,38,42,-23.236,-67.645
355096,1505-096,ACAMARACHI,Chile,"Northern Chile, Bolivia and Argentina",6023,S,23,17,33,W,67,37,3,-23.292,-67.618
355098,1505-098,CHILIQUES,Chile,"Northern Chile, Bolivia and Argentina",5778,S,23,35,0,W,67,42,0,-23.58,-67.7
355100,1505-10=,LASCAR,Chile,"Northern Chile, Bolivia and Argentina",5592,S,23,22,0,W,67,44,0,-23.37,-67.73
355101,1505-101,CORDON DE PUNTAS NEGRAS,Chile,"Northern Chile, Bolivia and Argentina",5852,S,23,44,34,W,67,32,3,-23.743,-67.534
355102,1505-102,MINIQUES,Chile,"Northern Chile, Bolivia and Argentina",5910,S,23,49,0,W,67,46,0,-23.82,-67.77
355103,1505-103,CERRO TUJLE,Chile,"Northern Chile, Bolivia and Argentina",3550,S,23,50,0,W,67,57,0,-23.83,-67.95
355104,1505-104,CAICHINQUE,Chile,"Northern Chile, Bolivia and Argentina",4458,S,23,56,56,W,67,44,22,-23.949,-67.74
355105,1505-105,TILOCALAR,Chile,"Northern Chile, Bolivia and Argentina",3109,S,23,58,0,W,68,8,0,-23.97,-68.13
355107,1505-107,PULAR,Chile,"Northern Chile, Bolivia and Argentina",6233,S,24,11,15,W,68,3,15,-24.188,-68.054
355108,1505-108,LA NEGRILLAR,Chile,"Northern Chile, Bolivia and Argentina",4220,S,24,19,8,W,68,35,23,-24.319,-68.59
355109,1505-109,SOCOMPA,Chile-Argentina,"Northern Chile, Bolivia and Argentina",6031,S,24,23,44,W,68,14,45,-24.396,-68.246
355110,1505-11=,LLULLAILLACO,Chile-Argentina,"Northern Chile, Bolivia and Argentina",6739,S,24,43,0,W,68,32,0,-24.72,-68.53
355112,1505-112,CORRIDA DE CORI VOLCANIC FIELD,Chile-Argentina,"Northern Chile, Bolivia and Argentina",5451,S,25,4,57,W,68,22,0,-25.083,-68.367
355120,1505-12=,LASTARRIA (AZUFRE),Chile-Argentina,"Northern Chile, Bolivia and Argentina",5706,S,25,10,6,W,68,30,24,-25.168,-68.507
355121,1505-121,CORDON DEL AZUFRE,Chile-Argentina,"Northern Chile, Bolivia and Argentina",5481,S,25,20,9,W,68,31,16,-25.336,-68.521
355122,1505-122,CERRO BAYO GORBEA,Chile-Argentina,"Northern Chile, Bolivia and Argentina",5413,S,25,24,51,W,68,35,16,-25.414,-68.588
355123,1505-123,SIERRA NEVADA,Chile-Argentina,"Northern Chile, Bolivia and Argentina",6173,S,26,29,0,W,68,35,0,-26.48,-68.58
355124,1505-124,FALSO AZUFRE,Chile-Argentina,"Northern Chile, Bolivia and Argentina",5906,S,26,48,0,W,68,22,0,-26.8,-68.37
355125,1505-125,NEVADO DE INCAHUASI,Chile-Argentina,"Northern Chile, Bolivia and Argentina",6638,S,27,2,0,W,68,17,46,-27.033,-68.296
355130,1505-13=,NEVADOS OJOS DEL SALADO,Chile-Argentina,"Northern Chile, Bolivia and Argentina",6879,S,27,6,34,W,68,32,27,-27.109,-68.541
355131,1505-131,EL SOLO,Chile-Argentina,"Northern Chile, Bolivia and Argentina",6205,S,27,6,17,W,68,42,48,-27.105,-68.713
355150,1505-15-,TUZGLE,Argentina,"Northern Chile, Bolivia and Argentina",5486,S,24,3,0,W,66,29,0,-24.05,-66.48
355160,1505-16-,ARACAR,Argentina,"Northern Chile, Bolivia and Argentina",6095,S,24,17,24,W,67,47,0,-24.29,-67.783
355161,1505-161,UNNAMED,Argentina,"Northern Chile, Bolivia and Argentina",4652,S,25,4,40,W,68,15,56,-25.078,-68.266
355180,1505-18-,ANTOFAGASTA VOLCANIC FIELD,Argentina,"Northern Chile, Bolivia and Argentina",3495,S,26,7,0,W,67,47,0,-26.12,-67.4
355190,1505-19-,EL CONDOR,Argentina,"Northern Chile, Bolivia and Argentina",6373,S,26,37,54,W,68,21,38,-26.632,-68.361
355200,1505-20-,PEINADO,Argentina,"Northern Chile, Bolivia and Argentina",5741,S,26,37,24,W,68,6,56,-26.623,-68.116
355210,1505-21-,CERRO BLANCO,Argentina,"Northern Chile, Bolivia and Argentina",4670,S,26,45,56,W,67,44,46,-26.7657,-67.746
355220,1505-22-,TIPAS,Argentina,"Northern Chile, Bolivia and Argentina",6658,S,27,11,46,W,68,33,39,-27.196,-68.561
356011,1506-011,RAPA NUI,Chile,Pacific Ocean (Chilean Islands),501,S,27,6,50,W,109,21,20,-27.114,-109.356
