Global Volcanism Program - Volcanoes of the World 5.2.1,,,List of Volcanoes of the World for VAAC Use,,Downloaded on 16 Jul 2024 at 09:13 AM,,,,,,,,,,
VolcanoNumber,VolcanoNumber_Old,VolcanoName,State,VolcanicSubregion,SummitElevM,LatitudeNS,LatitudeDegrees,LatitudeMinutes,LatitudeSeconds,LongitudeEW,LongitudeDegrees,LongitudeMinutes,LongitudeSeconds,LatitudeDecimal,LongitudeDecimal
271071,0701-071,MALINDANG,Philippines,Mindanao,2404,N,8,13,0,E,123,38,0,8.22,123.63
271080,0701-08=,CAMIGUIN,Philippines,Mindanao,1552,N,9,12,12,E,124,40,24,9.203,124.673
272020,0702-02=,KANLAON,Philippines,Central Philippines,2422,N,10,24,34,E,123,7,48,10.4096,123.13
272050,0702-05=,CABALIAN,Philippines,Central Philippines,912,N,10,17,7,E,125,13,5,10.285,125.218
272080,0702-08=,BILIRAN,Philippines,Central Philippines,1301,N,11,31,24,E,124,32,6,11.523,124.535
273010,0703-01=,BULUSAN,Philippines,Luzon,1535,N,12,46,8,E,124,3,23,12.769,124.056
273020,0703-02=,POCDOL MOUNTAINS,Philippines,Luzon,1102,N,13,3,0,E,123,57,30,13.05,123.958
273030,0703-03=,MAYON,Philippines,Luzon,2462,N,13,15,24,E,123,41,6,13.257,123.685
273031,0703-031,MASARAGA,Philippines,Luzon,1294,N,13,18,36,E,123,35,52,13.3099,123.5978
273041,0703-041,IRIGA,Philippines,Luzon,1138,N,13,27,30,E,123,27,3,13.458,123.451
273042,0703-042,ISAROG,Philippines,Luzon,1966,N,13,39,30,E,123,23,0,13.658,123.38
273044,0703-044,MALINDIG,Philippines,Luzon,1157,N,13,14,24,E,122,1,6,13.24,122.018
273050,0703-05=,BANAHAW,Philippines,Luzon,2158,N,14,4,0,E,121,29,0,14.07,121.48
273060,0703-06=,SAN PABLO VOLCANIC FIELD,Philippines,Luzon,1090,N,14,7,0,E,121,18,0,14.12,121.3
273070,0703-07=,TAAL,Philippines,Luzon,311,N,14,0,38,E,120,59,51,14.0106,120.9975
273080,0703-08=,LAGUNA CALDERA,Philippines,Luzon,743,N,14,25,0,E,121,16,0,14.42,121.27
273083,0703-083,PINATUBO,Philippines,Luzon,1486,N,15,8,0,E,120,21,0,15.13,120.35
273087,0703-087,PATOC,Philippines,Luzon,1865,N,17,8,48,E,120,58,48,17.147,120.98
273088,0703-088,AMBALATUNGAN GROUP,Philippines,Luzon,2329,N,17,19,0,E,121,6,0,17.32,121.1
273090,0703-09=,CAGUA,Philippines,Luzon,1133,N,18,13,18,E,122,7,24,18.222,122.123
274010,0704-01=,CAMIGUIN DE BABUYANES,Philippines,North of Luzon,712,N,18,50,0,E,121,51,36,18.83,121.86
274020,0704-02=,DIDICAS,Philippines,North of Luzon,228,N,19,4,36,E,122,12,6,19.077,122.202
274030,0704-03=,BABUYAN CLARO,Philippines,North of Luzon,1064,N,19,31,27,E,121,57,0,19.524,121.95
274060,0704-06-,IRAYA,Philippines,North of Luzon,1009,N,20,28,7,E,122,0,35,20.469,122.01
275001,0705-001,HAINAN VOLCANIC FIELD,China,Southeast Asia,196,N,19,54,18,E,110,13,43,19.905,110.229
275020,0705-02-,LY SON GROUP,Vietnam,Southeast Asia,157,N,15,23,0,E,109,7,0,15.38,109.12
275060,0705-06-,ILE DES CENDRES,Vietnam,Southeast Asia,-20,N,10,9,27,E,109,0,50,10.158,109.014
275080,0705-08-,POPA,Burma (Myanmar),Southeast Asia,1518,N,20,55,0,E,95,15,0,20.92,95.25
275110,0705-11-,TENGCHONG,China,Southeast Asia,2865,N,25,14,0,E,98,30,0,25.23,98.5
281031,0801-031,KUEISHANTAO,Taiwan,Taiwan,361,N,24,50,29,E,121,57,11,24.841,121.953
281032,0801-032,TATUN VOLCANIC GROUP,Taiwan,Taiwan,1120,N,25,10,40,E,121,33,12,25.178,121.553
282010,0802-01=,SUBMARINE VOLCANO NNE OF IRIOMOTEJIMA,Japan,Ryukyu Islands and Kyushu,-200,N,24,34,0,E,123,56,0,24.57,123.93
282020,0802-02=,IO-TORISHIMA,Japan,Ryukyu Islands and Kyushu,212,N,27,52,52,E,128,13,21,27.881,128.223
282021,0802-021,YOKOATEJIMA,Japan,Ryukyu Islands and Kyushu,495,N,28,47,49,E,128,59,49,28.797,128.997
282022,0802-022,AKUSEKIJIMA,Japan,Ryukyu Islands and Kyushu,555,N,29,27,55,E,129,35,39,29.465,129.594
282030,0802-03=,SUWANOSEJIMA,Japan,Ryukyu Islands and Kyushu,796,N,29,38,18,E,129,42,50,29.638,129.714
282040,0802-04=,NAKANOSHIMA,Japan,Ryukyu Islands and Kyushu,979,N,29,51,33,E,129,51,25,29.859,129.857
282043,0802-043,KUCHINOSHIMA,Japan,Ryukyu Islands and Kyushu,628,N,29,58,5,E,129,55,32,29.968,129.926
282050,0802-05=,KUCHINOERABUJIMA,Japan,Ryukyu Islands and Kyushu,657,N,30,26,36,E,130,13,2,30.443,130.217
282060,0802-06=,SATSUMA-IOJIMA (KIKAI CALDERA),Japan,Ryukyu Islands and Kyushu,704,N,30,47,35,E,130,18,19,30.793,130.305
282070,0802-07=,KAIMONDAKE / IKEDA AND YAMAGAWA,Japan,Ryukyu Islands and Kyushu,924,N,31,13,0,E,130,34,0,31.22,130.57
282080,0802-08=,SAKURAJIMA / WAKAMIKO (AIRA CALDERA),Japan,Ryukyu Islands and Kyushu,1117,N,31,34,38,E,130,39,32,31.5772,130.6589
282081,0802-081,YONEMARU AND SUMIYOSHIIKE,Japan,Ryukyu Islands and Kyushu,40,N,31,46,17,E,130,35,31,31.771,130.592
282090,0802-09=,KIRISHIMAYAMA,Japan,Ryukyu Islands and Kyushu,1700,N,31,56,3,E,130,51,42,31.934,130.862
282091,0802-091,FUKUE VOLCANOES,Japan,Ryukyu Islands and Kyushu,315,N,32,39,24,E,128,50,56,32.657,128.849
282100,0802-10=,UNZENDAKE,Japan,Ryukyu Islands and Kyushu,1483,N,32,45,41,E,130,17,56,32.761,130.299
282110,0802-11=,ASOSAN,Japan,Ryukyu Islands and Kyushu,1592,N,32,53,6,E,131,5,6,32.8849,131.085
282120,0802-12=,KUJUSAN,Japan,Ryukyu Islands and Kyushu,1791,N,33,5,9,E,131,14,56,33.086,131.249
282130,0802-13=,YUFUDAKE / TSURUMIDAKE AND GARANDAKE,Japan,Ryukyu Islands and Kyushu,1584,N,33,16,54,E,131,23,25,33.282,131.39
283001,0803-001,ABU VOLCANOES,Japan,Honshu,641,N,34,29,0,E,131,30,0,34.4833,131.5167
283002,0803-002,SANBESAN,Japan,Honshu,1126,N,35,8,26,E,132,37,18,35.141,132.622
283010,0803-01=,IZU-TOBU VOLCANOES,Japan,Honshu,1406,N,34,53,59,E,139,5,52,34.9,139.098
283020,0803-02=,HAKONEYAMA,Japan,Honshu,1438,N,35,14,0,E,139,1,15,35.233,139.021
283030,0803-03=,FUJISAN,Japan,Honshu,3776,N,35,21,39,E,138,43,39,35.361,138.728
283031,0803-031,YOKODAKE,Japan,Honshu,2480,N,36,5,14,E,138,19,13,36.087,138.32
283040,0803-04=,ONTAKESAN,Japan,Honshu,3067,N,35,53,34,E,137,28,49,35.893,137.48
283050,0803-05=,HAKUSAN,Japan,Honshu,2702,N,36,9,18,E,136,46,17,36.155,136.771
283060,0803-06=,NORIKURADAKE,Japan,Honshu,3026,N,36,6,23,E,137,33,13,36.106,137.554
283069,,AKANDANAYAMA,Japan,Honshu,2109,N,36,12,1,E,137,34,22,36.2,137.573
283070,0803-07=,YAKEDAKE,Japan,Honshu,2455,N,36,13,37,E,137,35,13,36.227,137.587
283071,0803-071,WASHIBA-KUMONOTAIRA,Japan,Honshu,2924,N,36,24,29,E,137,35,39,36.408,137.594
283080,0803-08=,MIDAGAHARA,Japan,Honshu,2621,N,36,34,16,E,137,35,23,36.571,137.59
283090,0803-09=,NIIGATA-YAKEYAMA,Japan,Honshu,2400,N,36,55,15,E,138,2,9,36.921,138.036
283100,0803-10=,MYOKOSAN,Japan,Honshu,2454,N,36,53,29,E,138,6,49,36.891,138.114
283110,0803-11=,ASAMAYAMA,Japan,Honshu,2568,N,36,24,23,E,138,31,23,36.406,138.523
283120,0803-12=,KUSATSU-SHIRANESAN,Japan,Honshu,2165,N,36,37,6,E,138,31,40,36.618,138.528
283121,0803-121,SHIGA,Japan,Honshu,2041,N,36,41,15,E,138,31,9,36.688,138.519
283122,0803-122,HARUNASAN,Japan,Honshu,1449,N,36,28,38,E,138,51,3,36.477,138.851
283130,0803-13=,AKAGISAN,Japan,Honshu,1828,N,36,33,37,E,139,11,36,36.56,139.193
283131,0803-131,HIUCHIGATAKE,Japan,Honshu,2356,N,36,57,18,E,139,17,7,36.955,139.285
283140,0803-14=,NIKKO-SHIRANESAN,Japan,Honshu,2578,N,36,47,55,E,139,22,33,36.799,139.376
283141,0803-141,NANTAISAN,Japan,Honshu,2486,N,36,45,54,E,139,29,27,36.765,139.491
283142,0803-142,OMANAGO GROUP,Japan,Honshu,2341,N,36,48,24,E,139,28,32,36.8067,139.4756
283143,0803-143,TAKAHARAYAMA,Japan,Honshu,1795,N,36,54,0,E,139,46,36,36.9,139.777
283150,0803-15=,NASUDAKE,Japan,Honshu,1915,N,37,7,29,E,139,57,46,37.125,139.963
283151,0803-151,NUMAZAWA,Japan,Honshu,835,N,37,26,40,E,139,33,58,37.444,139.566
283160,0803-16=,BANDAISAN,Japan,Honshu,1816,N,37,36,4,E,140,4,20,37.601,140.072
283170,0803-17=,ADATARAYAMA,Japan,Honshu,1728,N,37,38,50,E,140,16,51,37.647,140.281
283180,0803-18=,AZUMAYAMA,Japan,Honshu,1949,N,37,44,7,E,140,14,40,37.735,140.244
283190,0803-19=,ZAOZAN (ZAOSAN),Japan,Honshu,1841,N,38,8,37,E,140,26,24,38.144,140.44
283191,0803-191,HIJIORI,Japan,Honshu,552,N,38,35,57,E,140,9,42,38.5992,140.1617
283200,0803-20=,NARUKO,Japan,Honshu,470,N,38,43,44,E,140,44,4,38.729,140.734
283210,0803-21=,KURIKOMAYAMA,Japan,Honshu,1627,N,38,57,39,E,140,47,18,38.961,140.788
283220,0803-22=,CHOKAISAN,Japan,Honshu,2236,N,39,5,57,E,140,2,56,39.099,140.049
283230,0803-23=,AKITA-KOMAGATAKE,Japan,Honshu,1637,N,39,45,40,E,140,47,58,39.761,140.799
283240,0803-24=,IWATESAN,Japan,Honshu,2038,N,39,51,9,E,141,0,4,39.853,141.001
283250,0803-25=,HACHIMANTAI,Japan,Honshu,1613,N,39,57,28,E,140,51,15,39.958,140.854
283260,0803-26=,AKITA-YAKEYAMA,Japan,Honshu,1366,N,39,57,50,E,140,45,25,39.964,140.757
283262,0803-262,MEGATA,Japan,Honshu,160,N,39,57,0,E,139,43,30,39.95,139.725
283270,0803-27=,IWAKISAN,Japan,Honshu,1625,N,40,39,21,E,140,18,11,40.656,140.303
283271,0803-271,TOWADA,Japan,Honshu,1011,N,40,30,37,E,140,52,48,40.51,140.88
283280,0803-28=,HAKKODASAN,Japan,Honshu,1585,N,40,39,32,E,140,52,38,40.659,140.877
283290,0803-29=,OSOREZAN,Japan,Honshu,878,N,41,16,43,E,141,7,12,41.279,141.12
284010,0804-01=,IZU-OSHIMA,Japan,"Izu, Volcano, and Mariana Islands",746,N,34,43,28,E,139,23,40,34.724,139.394
284011,0804-011,TOSHIMA,Japan,"Izu, Volcano, and Mariana Islands",508,N,34,31,13,E,139,16,45,34.52,139.279
284020,0804-02=,NIIJIMA,Japan,"Izu, Volcano, and Mariana Islands",432,N,34,23,49,E,139,16,13,34.397,139.27
284030,0804-03=,KOZUSHIMA,Japan,"Izu, Volcano, and Mariana Islands",572,N,34,13,10,E,139,9,11,34.219,139.153
284040,0804-04=,MIYAKEJIMA,Japan,"Izu, Volcano, and Mariana Islands",775,N,34,5,37,E,139,31,34,34.094,139.526
284041,0804-041,MIKURAJIMA,Japan,"Izu, Volcano, and Mariana Islands",851,N,33,52,28,E,139,36,7,33.874,139.602
284042,0804-042,KUROSE HOLE,Japan,"Izu, Volcano, and Mariana Islands",-114,N,33,24,0,E,139,41,0,33.4,139.68
284050,0804-05=,HACHIJOJIMA,Japan,"Izu, Volcano, and Mariana Islands",854,N,33,8,13,E,139,45,58,33.137,139.766
284060,0804-06=,AOGASHIMA,Japan,"Izu, Volcano, and Mariana Islands",423,N,32,27,30,E,139,45,33,32.458,139.759
284061,0804-061,KITA-BAYONNAISE / MYOJIN KNOLL,Japan,"Izu, Volcano, and Mariana Islands",-360,N,32,6,0,E,139,51,0,32.1,139.85
284070,0804-07=,MYOJINSHO AND BEYONESU ROCKS,Japan,"Izu, Volcano, and Mariana Islands",11,N,31,53,17,E,139,55,4,31.888,139.918
284080,0804-08=,SUMISUJIMA,Japan,"Izu, Volcano, and Mariana Islands",136,N,31,26,23,E,140,3,2,31.44,140.051
284090,0804-09=,IZU-TORISHIMA,Japan,"Izu, Volcano, and Mariana Islands",394,N,30,29,2,E,140,18,11,30.484,140.303
284091,0804-091,SOFUGAN,Japan,"Izu, Volcano, and Mariana Islands",99,N,29,47,39,E,140,20,31,29.794,140.342
284093,0804-093,SUIYO SEAMOUNT,Japan,"Izu, Volcano, and Mariana Islands",-991,N,28,34,29,E,140,38,0,28.575,140.633
284094,0804-094,MOKUYO SEAMOUNT,Japan,"Izu, Volcano, and Mariana Islands",-933,N,28,19,36,E,140,34,18,28.327,140.572
284095,0804-095,DOYO SEAMOUNT,Japan,"Izu, Volcano, and Mariana Islands",-590,N,27,41,0,E,140,48,0,27.68,140.8
284096,0804-096,NISHINOSHIMA,Japan,"Izu, Volcano, and Mariana Islands",100,N,27,14,49,E,140,52,28,27.247,140.874
284097,0804-097,KAIKATA SEAMOUNT,Japan,"Izu, Volcano, and Mariana Islands",-165,N,26,40,0,E,140,55,45,26.667,140.929
284100,0804-10=,KAITOKU SEAMOUNT,Japan,"Izu, Volcano, and Mariana Islands",-95,N,26,7,18,E,141,5,44,26.1217,141.0955
284110,0804-11=,FUNKA ASANE (KITA-IOTO),Japan,"Izu, Volcano, and Mariana Islands",792,N,25,25,25,E,141,17,2,25.424,141.284
284120,0804-12=,IOTO,Japan,"Izu, Volcano, and Mariana Islands",169,N,24,45,2,E,141,17,21,24.751,141.289
284121,0804-121,KITA-FUKUTOKUTAI,Japan,"Izu, Volcano, and Mariana Islands",-73,N,24,25,0,E,141,25,0,24.417,141.417
284130,0804-13=,FUKUTOKU-OKA-NO-BA,Japan,"Izu, Volcano, and Mariana Islands",-29,N,24,17,5,E,141,28,52,24.285,141.481
284131,0804-131,MINAMI-HIYOSHI SEAMOUNT,Japan,"Izu, Volcano, and Mariana Islands",-107,N,23,30,0,E,141,56,6,23.5,141.935
284132,0804-132,NIKKO SEAMOUNT,Japan,"Izu, Volcano, and Mariana Islands",-392,N,23,4,42,E,142,19,32,23.078,142.326
284133,0804-133,FUKUJIN,United States,"Izu, Volcano, and Mariana Islands",-217,N,21,56,0,E,143,28,0,21.93,143.47
284134,0804-134,KASUGA 1,United States,"Izu, Volcano, and Mariana Islands",-598,N,21,45,54,E,143,42,36,21.765,143.71
284135,0804-135,KASUGA 2,United States,"Izu, Volcano, and Mariana Islands",-274,N,21,36,0,E,143,38,12,21.6,143.637
284136,0804-136,NW EIFUKU,United States,"Izu, Volcano, and Mariana Islands",-1535,N,21,29,5,E,144,2,35,21.485,144.043
284137,0804-137,DAIKOKU,United States,"Izu, Volcano, and Mariana Islands",-323,N,21,19,25,E,144,11,40,21.324,144.194
284140,0804-14=,FARALLON DE PAJAROS,United States,"Izu, Volcano, and Mariana Islands",337,N,20,32,45,E,144,53,35,20.546,144.893
284141,0804-141,AHYI,United States,"Izu, Volcano, and Mariana Islands",-75,N,20,25,0,E,145,2,0,20.42,145.03
284142,0804-142,SUPPLY REEF,United States,"Izu, Volcano, and Mariana Islands",-8,N,20,8,0,E,145,6,0,20.13,145.1
284143,0804-143,MAUG ISLANDS,United States,"Izu, Volcano, and Mariana Islands",227,N,20,1,0,E,145,13,0,20.02,145.22
284150,0804-15=,ASUNCION,United States,"Izu, Volcano, and Mariana Islands",857,N,19,40,15,E,145,24,20,19.671,145.406
284160,0804-16=,AGRIGAN,United States,"Izu, Volcano, and Mariana Islands",965,N,18,46,0,E,145,40,0,18.77,145.67
284170,0804-17=,PAGAN,United States,"Izu, Volcano, and Mariana Islands",570,N,18,8,0,E,145,48,0,18.13,145.8
284180,0804-18=,ALAMAGAN,United States,"Izu, Volcano, and Mariana Islands",744,N,17,36,0,E,145,50,0,17.6,145.83
284190,0804-19=,GUGUAN,United States,"Izu, Volcano, and Mariana Islands",287,N,17,18,26,E,145,50,41,17.307,145.845
284191,0804-191,ZEALANDIA BANK,United States,"Izu, Volcano, and Mariana Islands",0,N,16,53,0,E,145,51,0,16.88,145.85
284192,0804-192,SARIGAN,United States,"Izu, Volcano, and Mariana Islands",538,N,16,42,30,E,145,47,0,16.708,145.78
284193,0804-193,SOUTH SARIGAN SEAMOUNT,United States,"Izu, Volcano, and Mariana Islands",-184,N,16,35,0,E,145,47,0,16.58,145.78
284200,0804-20=,ANATAHAN,United States,"Izu, Volcano, and Mariana Islands",790,N,16,21,0,E,145,40,0,16.35,145.67
284201,0804-201,EAST DIAMANTE,United States,"Izu, Volcano, and Mariana Islands",-127,N,15,56,0,E,145,40,0,15.93,145.67
284202,0804-202,RUBY,United States,"Izu, Volcano, and Mariana Islands",174,N,15,36,17,E,145,34,21,15.605,145.572
284210,0804-21=,ESMERALDA BANK,United States,"Izu, Volcano, and Mariana Islands",-74,N,14,57,30,E,145,14,58,14.958,145.249
284211,0804-211,NW ROTA-1,United States,"Izu, Volcano, and Mariana Islands",-517,N,14,36,4,E,144,46,31,14.601,144.775
284220,0804-22-,FORECAST SEAMOUNT,United States,"Izu, Volcano, and Mariana Islands",-1456,N,13,24,0,E,143,55,0,13.4,143.92
284230,0804-23-,SEAMOUNT X,United States,"Izu, Volcano, and Mariana Islands",-1230,N,13,15,0,E,144,1,0,13.25,144.02
284305,,MARIANA BACK-ARC SEGMENT AT 15.5 N,United States,"Izu, Volcano, and Mariana Islands",-4100,N,15,24,23,E,144,30,21,15.406,144.506
285010,0805-01=,OSHIMA-OSHIMA,Japan,Hokkaido,732,N,41,30,36,E,139,22,2,41.51,139.367
285011,0805-011,ESAN,Japan,Hokkaido,618,N,41,48,17,E,141,9,58,41.805,141.166
285020,0805-02=,HOKKAIDO-KOMAGATAKE,Japan,Hokkaido,1131,N,42,3,48,E,140,40,38,42.063,140.677
285030,0805-03=,USUZAN (TOYA CALDERA),Japan,Hokkaido,733,N,42,32,38,E,140,50,21,42.544,140.839
285031,0805-031,NISEKO,Japan,Hokkaido,1308,N,42,52,30,E,140,39,32,42.875,140.659
285032,0805-032,YOTEIZAN,Japan,Hokkaido,1888,N,42,49,36,E,140,48,42,42.827,140.812
285034,0805-034,KUTTARA,Japan,Hokkaido,549,N,42,29,29,E,141,9,35,42.491,141.16
285040,0805-04=,TARUMAESAN / ENIWADAKE (SHIKOTSU CALDERA),Japan,Hokkaido,1320,N,42,41,17,E,141,22,49,42.688,141.38
285041,0805-041,RISHIRIZAN,Japan,Hokkaido,1721,N,45,10,43,E,141,14,31,45.179,141.242
285050,0805-05=,TOKACHIDAKE,Japan,Hokkaido,2077,N,43,25,4,E,142,41,11,43.418,142.686
285060,0805-06=,TAISETSUZAN,Japan,Hokkaido,2291,N,43,39,49,E,142,51,15,43.664,142.854
285061,0805-061,MARUYAMA,Japan,Hokkaido,2013,N,43,25,3,E,143,1,52,43.418,143.031
285070,0805-07=,MEAKANDAKE / OAKANDAKE (AKAN CALDERA),Japan,Hokkaido,1499,N,43,23,3,E,144,0,46,43.384,144.013
285080,0805-08=,ATOSANUPURI (KUSSHARO CALDERA),Japan,Hokkaido,574,N,43,36,54,E,144,25,38,43.615,144.427
285081,0805-081,MASHU,Japan,Hokkaido,857,N,43,34,20,E,144,33,39,43.572,144.561
285082,0805-082,RAUSUDAKE,Japan,Hokkaido,1660,N,44,4,33,E,145,7,20,44.076,145.122
285083,,TENCHOZAN,Japan,Hokkaido,1046,N,44,2,40,E,145,5,9,44.044,145.086
285090,0805-09=,SHIRETOKO-IOZAN,Japan,Hokkaido,1562,N,44,8,0,E,145,9,41,44.133,145.161
290010,0900-01=,TOMARIYAMA (GOLOVNIN),Japan - administered by Russia,Kuril Islands,535,N,43,50,38,E,145,30,16,43.844,145.504
290020,0900-02=,RAUSUSAN (MENDELEEV),Japan - administered by Russia,Kuril Islands,882,N,43,58,44,E,145,43,57,43.979,145.733
290021,0900-021,RURUIDAKE (SMIRNOV),Japan - administered by Russia,Kuril Islands,1486,N,44,27,16,E,146,8,22,44.454,146.139
290030,0900-03=,CHACHADAKE (TIATIA),Japan - administered by Russia,Kuril Islands,1822,N,44,21,12,E,146,15,8,44.353,146.252
290040,0900-04=,BERUTARUBESAN (BERUTARUBE),Japan - administered by Russia,Kuril Islands,1221,N,44,27,42,E,146,55,55,44.462,146.932
290041,0900-041,MOEKESHIWAN (LVINAYA PAST),Japan - administered by Russia,Kuril Islands,528,N,44,36,30,E,146,59,38,44.608,146.994
290050,0900-05=,ETOROFU-ATOSANUPURI (ATOSANUPURI),Japan - administered by Russia,Kuril Islands,1206,N,44,48,27,E,147,7,51,44.808,147.131
290060,0900-06-,HITOKAPPU VOLCANO GROUP (BOGATYR RIDGE),Japan - administered by Russia,Kuril Islands,1610,N,44,51,24,E,147,24,12,44.857,147.403
290061,0900-061,UNNAMED,Japan - administered by Russia,Kuril Islands,-195,N,45,1,19,E,147,1,9,45.022,147.019
290070,0900-07=,ETOROFU-YAKEYAMA (GROZNY GROUP),Japan - administered by Russia,Kuril Islands,1158,N,45,0,43,E,147,52,16,45.012,147.871
290072,,ODAMOISAN (TEBENKOV),Japan - administered by Russia,Kuril Islands,1208,N,45,1,42,E,147,55,3,45.028,147.918
290080,0900-08=,SASHIUSUDAKE (BARANSKY),Japan - administered by Russia,Kuril Islands,1125,N,45,5,59,E,148,1,10,45.1,148.019
290090,0900-09=,CHIRIPPUSAN (CHIRIP),Japan - administered by Russia,Kuril Islands,1587,N,45,20,15,E,147,55,13,45.338,147.92
290100,0900-10=,MOYORODAKE (MEDVEZHIA),Japan - administered by Russia,Kuril Islands,1124,N,45,23,20,E,148,50,15,45.389,148.838
290110,0900-11-,RAKKIBETSUDAKE (DEMON),Japan - administered by Russia,Kuril Islands,1205,N,45,30,0,E,148,51,0,45.5,148.85
290111,0900-111,IVAO GROUP,Russia,Kuril Islands,1426,N,45,45,34,E,149,40,35,45.7593,149.6762
290112,0900-112,RUDAKOV,Russia,Kuril Islands,532,N,45,52,27,E,149,49,9,45.874,149.819
290113,0900-113,TRI SESTRY,Russia,Kuril Islands,998,N,45,56,0,E,149,55,0,45.93,149.92
290120,0900-12=,KOLOKOL GROUP,Russia,Kuril Islands,1328,N,46,2,30,E,150,5,0,46.042,150.083
290150,0900-15=,CHIRPOI,Russia,Kuril Islands,742,N,46,31,57,E,150,52,16,46.532,150.871
290160,0900-16-,UNNAMED,Russia,Kuril Islands,-502,N,46,28,0,E,151,17,0,46.47,151.28
290161,0900-161,MILNA,Russia,Kuril Islands,1504,N,46,48,53,E,151,47,11,46.815,151.786
290180,0900-18=,ZAVARITZKI CALDERA,Russia,Kuril Islands,612,N,46,55,4,E,151,57,6,46.9178,151.9518
290190,0900-19=,PREVO PEAK,Russia,Kuril Islands,1360,N,47,0,50,E,152,7,0,47.0139,152.1167
290191,0900-191,URATMAN,Russia,Kuril Islands,678,N,47,7,0,E,152,15,0,47.12,152.25
290200,0900-20=,KETOI,Russia,Kuril Islands,1172,N,47,21,0,E,152,28,30,47.35,152.475
290210,0900-21=,USHISHUR,Russia,Kuril Islands,357,N,47,30,45,E,152,48,50,47.5125,152.8139
290211,0900-211,SREDNII,Russia,Kuril Islands,36,N,47,35,10,E,152,52,35,47.5861,152.893
290220,0900-22=,RASSHUA,Russia,Kuril Islands,956,N,47,46,0,E,153,1,0,47.77,153.02
290240,0900-24=,SARYCHEV PEAK,Russia,Kuril Islands,1496,N,48,5,30,E,153,12,0,48.092,153.2
290250,0900-25=,RAIKOKE,Russia,Kuril Islands,551,N,48,17,30,E,153,15,0,48.292,153.25
290260,0900-26=,CHIRINKOTAN,Russia,Kuril Islands,724,N,48,59,0,E,153,29,0,48.98,153.48
290270,0900-27=,EKARMA,Russia,Kuril Islands,1170,N,48,57,30,E,153,56,0,48.958,153.93
290290,0900-29=,SINARKA,Russia,Kuril Islands,911,N,48,52,21,E,154,10,55,48.873,154.182
290300,0900-30=,KHARIMKOTAN,Russia,Kuril Islands,1145,N,49,7,0,E,154,30,30,49.12,154.508
290310,0900-31=,TAO-RUSYR CALDERA,Russia,Kuril Islands,1272,N,49,20,25,E,154,43,30,49.34,154.725
290320,0900-32=,NEMO PEAK,Russia,Kuril Islands,1018,N,49,34,0,E,154,48,30,49.57,154.808
290331,0900-331,SHIRINKI,Russia,Kuril Islands,761,N,50,12,0,E,154,59,0,50.2,154.98
290340,0900-34=,FUSS PEAK,Russia,Kuril Islands,1742,N,50,16,2,E,155,14,47,50.267,155.246
290350,0900-35=,KARPINSKY GROUP,Russia,Kuril Islands,1326,N,50,8,54,E,155,22,24,50.148,155.373
290360,0900-36=,CHIKURACHKI,Russia,Kuril Islands,1781,N,50,19,25,E,155,27,40,50.324,155.461
290370,0900-37-,VERNADSKII RIDGE,Russia,Kuril Islands,1183,N,50,33,0,E,155,58,0,50.55,155.97
290380,0900-38=,EBEKO,Russia,Kuril Islands,1103,N,50,41,8,E,156,0,51,50.686,156.014
290390,0900-39=,ALAID,Russia,Kuril Islands,2285,N,50,51,40,E,155,33,54,50.861,155.565
300010,1000-01=,KAMBALNY,Russia,Kamchatka Peninsula,2116,N,51,18,20,E,156,52,31,51.306,156.875
300020,1000-02=,KOSHELEV,Russia,Kamchatka Peninsula,1822,N,51,21,20,E,156,45,11,51.356,156.753
300021,1000-021,YAVINSKY,Russia,Kamchatka Peninsula,646,N,51,31,58,E,156,37,46,51.533,156.629
300022,1000-022,DIKY GREBEN,Russia,Kamchatka Peninsula,1040,N,51,27,8,E,156,58,41,51.452,156.978
300023,1000-023,KURILE LAKE,Russia,Kamchatka Peninsula,81,N,51,27,0,E,157,7,0,51.45,157.12
300030,1000-03=,ILIINSKY,Russia,Kamchatka Peninsula,1555,N,51,29,54,E,157,12,12,51.498,157.203
300040,1000-04=,ZHELTOVSKY,Russia,Kamchatka Peninsula,1926,N,51,34,36,E,157,19,42,51.577,157.328
300050,1000-05=,KSUDACH,Russia,Kamchatka Peninsula,1079,N,51,50,38,E,157,34,20,51.844,157.572
300052,1000-052,OLKOVIY VOLCANIC GROUP,Russia,Kamchatka Peninsula,681,N,52,1,0,E,157,32,0,52.02,157.53
300053,1000-053,KHODUTKA,Russia,Kamchatka Peninsula,2039,N,52,3,44,E,157,42,39,52.062,157.711
300058,1000-058,ASACHA,Russia,Kamchatka Peninsula,1910,N,52,21,18,E,157,49,36,52.355,157.827
300059,1000-059,VISOKIY,Russia,Kamchatka Peninsula,1227,N,52,26,6,E,157,56,0,52.435,157.9332
300060,1000-06=,MUTNOVSKY,Russia,Kamchatka Peninsula,2288,N,52,26,55,E,158,11,47,52.449,158.196
300070,1000-07=,GORELY,Russia,Kamchatka Peninsula,1799,N,52,33,18,E,158,2,9,52.5549,158.0358
300080,1000-08=,OPALA,Russia,Kamchatka Peninsula,2439,N,52,32,34,E,157,20,19,52.543,157.339
300082,1000-082,TOLMACHEV DOL,Russia,Kamchatka Peninsula,1021,N,52,38,0,E,157,35,0,52.63,157.58
